,timestamp,user_id,device,action,topic,birthday,gender,ip_address,create_at,category,region,keyword,status,error,requested_id,ticket_id,title
0,,,,,,,,,,,,,,,,,
40,2024-12-23T12:36:21.114318,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",CheckID,Signup_log,,,172.29.0.1,,,,,success,None,ozgamza,,
41,2024-12-23T12:36:46.836609,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",SignUp,Signup_log,,,172.29.0.1,,,,,success,None,ozgamza,,
42,2024-12-23T16:45:29.218225,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",CheckID,Signup_log,,,172.28.0.1,,,,,success,None,aldms,,
43,2024-12-23T16:45:29.852075,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",CheckID,Signup_log,,,172.28.0.1,,,,,success,None,aldms0603,,
44,2024-12-23T16:46:59.270640,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",SignUp,Signup_log,,,172.28.0.1,,,,,success,None,aldms0603,,
45,2024-12-23T16:54:32.808722,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",CheckID,Signup_log,,,172.28.0.1,,,,,success,None,dyal,,
46,2024-12-23T16:54:34.662770,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",CheckID,Signup_log,,,172.28.0.1,,,,,success,None,dyal123,,
47,2024-12-23T16:55:02.418296,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",SignUp,Signup_log,,,172.28.0.1,,,,,success,None,dyal123,,
48,2024-12-23T17:27:08.549924,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",CheckID,Signup_log,,,172.28.0.1,,,,,success,None,ming,,
49,2024-12-23T17:27:09.899901,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",CheckID,Signup_log,,,172.28.0.1,,,,,success,None,ming123,,
50,2024-12-23T17:27:39.036395,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",SignUp,Signup_log,,,172.28.0.1,,,,,success,None,ming123,,
51,2024-12-23T17:35:23.868611,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",CheckID,Signup_log,,,172.29.0.1,,,,,success,None,admin,,
52,2024-12-23T17:35:49.953545,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",SignUp,Signup_log,,,172.29.0.1,,,,,success,None,admin,,
53,2024-12-23T17:39:16.445562,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",CheckID,Signup_log,,,172.29.0.1,,,,,success,None,gamza,,
54,2024-12-23T17:40:25.466152,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",SignUp,Signup_log,,,172.29.0.1,,,,,success,None,gamza,,
55,2024-12-23T12:43:35.803653,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",User Validate failed,Validate,,,,,,,,,Invalid credentials or user not found,,,
56,2024-12-23T14:32:59.708233,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",User Validate failed,Validate,,,,,,,,,Invalid credentials or user not found,,,
57,2024-12-23T14:33:18.761678,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",User Validate failed,Validate,,,,,,,,,Invalid credentials or user not found,,,
58,2024-12-23T15:10:46.969382,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",User Validate failed,Validate,,,,,,,,,Invalid credentials or user not found,,,
59,2024-12-23T17:25:49.788884,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",User Validate failed,Validate,,,,,,,,,Invalid credentials or user not found,,,
60,2024-12-23T17:35:09.236633,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",User Validate failed,Validate,,,,,,,,,Invalid credentials or user not found,,,
61,2024-12-23T17:39:02.293871,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",User Validate failed,Validate,,,,,,,,,Invalid credentials or user not found,,,
62,2024-12-23T17:50:39.106678,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",User Validate failed,Validate,,,,,,,,,Invalid credentials or user not found,,,
63,2024-12-23T15:02:45.948628,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,콘서트,충청,,,,,67662bfa8fc438cb1eb563b0,2024 V.O.S 20주년 전국투어 콘서트 〈우리의 스무살〉 - 청주
64,2024-12-23T15:02:47.582126,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,콘서트,충청,,,,,67662bfa8fc438cb1eb563b0,2024 V.O.S 20주년 전국투어 콘서트 〈우리의 스무살〉 - 청주
65,2024-12-23T15:02:52.463109,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,연극,경상,,,,,67662bff8fc438cb1eb564b5,국민연극〈라이어 1탄〉 - 창원
66,2024-12-23T15:03:24.222501,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,연극,경상,,,,,67662bff8fc438cb1eb564b5,국민연극〈라이어 1탄〉 - 창원
67,2024-12-23T15:08:34.448009,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,연극,경상,,,,,67662bff8fc438cb1eb564b5,국민연극〈라이어 1탄〉 - 창원
68,2024-12-23T15:11:05.392139,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,뮤지컬,수도권,,,,,67662bfa8fc438cb1eb563c2,2024 크리스마스특집 가족매직쇼〈류엘의 매직크리스마스〉 - 고양
69,2024-12-23T15:22:59.147560,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,뮤지컬,충청,,,,,67662bf98fc438cb1eb5639d,2024 라이브가족뮤지컬 〈루돌프의크리스마스선물〉 - 청주
70,2024-12-23T15:23:52.198215,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,콘서트,수도권,,,,,67662bfb8fc438cb1eb563dd,2024 어반자카파 전국투어 콘서트 열다섯 번째 ‘겨울’ - 수원
71,2024-12-23T15:23:58.226213,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,뮤지컬,수도권,,,,,67662016581882f6a6d1bc9d,2024 라이브가족뮤지컬 〈산타와루돌프〉 - 수원
72,2024-12-23T15:25:43.126353,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,콘서트,경상,,,,,6766109c59cfbb2d53ebafef,대구 - 2024 THE HYPER DAY (더하이퍼데이)
73,2024-12-23T15:25:45.624707,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,콘서트,서울,,,,,67669c3f43eff3cfd481ee85,2024 PEPPERTONES CONCERT 〈TWENTY〉
74,2024-12-23T15:26:06.631201,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,콘서트,서울,,,,,67659e3cf17e5654bae6f204,2024 PEPPERTONES CONCERT 〈Party Plenty〉 in 서울
75,2024-12-23T15:32:11.604630,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,콘서트,서울,,,,,67659e3cf17e5654bae6f204,2024 PEPPERTONES CONCERT 〈Party Plenty〉 in 서울
76,2024-12-23T15:32:11.828961,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,콘서트,서울,,,,,67659e3cf17e5654bae6f204,2024 PEPPERTONES CONCERT 〈Party Plenty〉 in 서울
77,2024-12-23T15:32:12.072583,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,콘서트,서울,,,,,67659e3cf17e5654bae6f204,2024 PEPPERTONES CONCERT 〈Party Plenty〉 in 서울
78,2024-12-23T15:32:12.301857,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,콘서트,서울,,,,,67659e3cf17e5654bae6f204,2024 PEPPERTONES CONCERT 〈Party Plenty〉 in 서울
79,2024-12-23T15:32:12.538828,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,콘서트,서울,,,,,67659e3cf17e5654bae6f204,2024 PEPPERTONES CONCERT 〈Party Plenty〉 in 서울
80,2024-12-23T15:32:12.747015,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,콘서트,서울,,,,,67659e3cf17e5654bae6f204,2024 PEPPERTONES CONCERT 〈Party Plenty〉 in 서울
81,2024-12-23T15:32:12.975137,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,콘서트,서울,,,,,67659e3cf17e5654bae6f204,2024 PEPPERTONES CONCERT 〈Party Plenty〉 in 서울
82,2024-12-23T15:32:13.242632,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,콘서트,서울,,,,,67659e3cf17e5654bae6f204,2024 PEPPERTONES CONCERT 〈Party Plenty〉 in 서울
83,2024-12-23T15:32:13.462294,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,콘서트,서울,,,,,67659e3cf17e5654bae6f204,2024 PEPPERTONES CONCERT 〈Party Plenty〉 in 서울
84,2024-12-23T15:32:16.848726,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,전시/행사,None,,,,,6766f25c731e649435489705,2024 FC 온라인 eK리그 챔피언십 시즌 1
85,2024-12-23T15:32:49.234331,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,전시/행사,강원,,,,,6766f273731e64943548970c,강원특별자치도립국악관현악단<2024신년음악회> - 원주
86,2024-12-23T15:33:22.728723,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,전시/행사,경상,,,,,6766f301731e64943548971f,그림읽어주는베토벤 THE CONCERT <플란다스의개> - 울산
87,2024-12-23T15:55:14.810702,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,콘서트,수도권,,,,,67659e2df17e5654bae6efa5,김창완밴드 콘서트 - 부천
88,2024-12-23T16:14:41.023225,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,전시/행사,None,,,,,67671651731e649435489bc6,EWC 2024 SC2 뷰잉파티
89,2024-12-23T16:23:10.394247,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,콘서트,서울,,,,,67669c3f43eff3cfd481ee85,2024 PEPPERTONES CONCERT 〈TWENTY〉
90,2024-12-23T16:23:18.160682,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,콘서트,서울,,,,,67659e3cf17e5654bae6f204,2024 PEPPERTONES CONCERT 〈Party Plenty〉 in 서울
91,2024-12-23T16:26:12.691042,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,콘서트,제주,,,,,67669c3e43eff3cfd481ee51,〈12월의 봄 〉 정훈희 x 송창식 with 함춘호 콘서트 - 제주
92,2024-12-23T17:26:04.796511,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,콘서트,서울,,,,,67669c4043eff3cfd481eea2,2024 신용재 콘서트 〈빛〉
93,2024-12-23T17:50:36.148501,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,뮤지컬,충청,,,,,67662bf98fc438cb1eb5639d,2024 라이브가족뮤지컬 〈루돌프의크리스마스선물〉 - 청주
94,2024-12-26T15:17:16.109897,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,연극,충청,,,,,67662bfd8fc438cb1eb56465,코믹 뮤직 체력극 〈신바람삼대〉 - 대전
95,2024-12-26T15:47:13.380870,anonymous,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",view_detail,View_detail_log,,,,,콘서트,서울,,,,,67669c4143eff3cfd481eef6,자우림 단독 콘서트 ［ MIDNIGHT EXPRESS 2024-2025 ］
